"id","field","kept_value","all_values","study_count"
"knowledgeware","notes","CASE product for mainframe systems; full life cycle from design/analysis to COBOL generation","CASE product for mainframe systems; full life cycle from design/analysis to COBOL generation || CASE product: Application Development Workbench 2.7","2"
"kpmg","entity_name","KPMG International","KPMG || KPMG International || KPMG Peat Marwick","6"
"kpmg","entity_type","professional-services","company || firm || professional-services","6"
"kpmg","sector","accounting-consulting","accounting-consulting || consulting || professional-services","6"
"kpmg","status","unknown","active || unknown","6"
"kpmg","successor","unknown","KPMG || unknown","6"
"kpmg","years_active","1911-present","1911-present || 1987- || 1987-present","6"
"kpmg","notes","Second largest Big Six firm; 85,000 employees; 800 cities; 150 nations; only Big Six larger in Europe than North America; 2,000+ SAP R/3 consultants; Montvale NJ","Decision Warehouse systems integrator partner || Named Clarify systems integrator partner || Named as Global Logo Partner for SAP R/3 implementations || Named as global ERP implementation partner || Prior employer of Bill Malik as Senior Director in Risk and Advisory Services practice in 2002 || Second largest Big Six firm; 85,000 employees; 800 cities; 150 nations; only Big Six larger in Europe than North America; 2,000+ SAP R/3 consultants; Montvale NJ","6"
"kpmg-consulting","entity_name","KPMG Consulting LLC","KPMG Consulting || KPMG Consulting LLC","7"
"kpmg-consulting","entity_type","company","company || firm || vendor","7"
"kpmg-consulting","sector","it-professional-services","IT-consulting || it-professional-services || management-consulting","7"
"kpmg-consulting","status","dissolved","acquired || dissolved || renamed || spun-off","7"
"kpmg-consulting","successor","BearingPoint (2002) → BearingPoint Inc. bankrupt 2009; European MBO survives as BearingPoint","BearingPoint || BearingPoint (2001) -> dissolved (2009) || BearingPoint (2002) -> wound down 2009 || BearingPoint (2002) → BearingPoint Inc. bankrupt 2009; European MBO survives as BearingPoint","7"
"kpmg-consulting","years_active","1987-2009","1987-2009 || 1996-2005 || 1997-2002 || 2000-2002","7"
"kpmg-consulting","notes","esearch and consulting roles. Most recently, she worked for KPMG Consulting, focusing on e-Business strategy, business planning, and ma",", Accenture, Deloitte Consulting, Cap Gemini Ernst & Young, KPMG Consulting, and PwC Consulting.   ## **Customers**   1977   _**Number || Moved from post-engagement to proactive QA model in 1996; QAP under National Risk Management Partner; became BearingPoint || Spun off as independent firm BearingPoint in 2001; BearingPoint filed for bankruptcy 2009 || Spun off from KPMG in Jan 2000; renamed BearingPoint in Oct 2002; US unit bankrupt 2009 || Vitria partner; renamed BearingPoint || esearch and consulting roles. Most recently, she worked for KPMG Consulting, focusing on e-Business strategy, business planning, and ma || ing   - eLoyalty   - Ernst & Young, LLP   - Keane, Inc.   - KPMG Consulting   - Logica plc   - Mastech Corporation   - PricewaterhouseC","7"
"kpmg-peat-marwick","entity_name","KPMG Peat Marwick LLP","KPMG Peat Marwick || KPMG Peat Marwick LLP","2"
"kpmg-peat-marwick","sector","professional-services-consulting","consulting || professional-services-consulting","2"
"kpmg-peat-marwick","successor","KPMG (rebranded)","KPMG (rebranded) || KPMG LLP","2"
"kpmg-peat-marwick","notes","Joint marketing agreement with Viasoft for Y2K consulting services alongside Viasoft's millennium software — referenced as solution provider in c.era ecosystem","1997 core member addition to Andover Working Group || Joint marketing agreement with Viasoft for Y2K consulting services alongside Viasoft's millennium software — referenced as solution provider in c.era ecosystem","2"
"lara-abrams","notes","ack, leader of Aberdeen’s Private Equity Services division; Lara Abrams, Senior e-Business Analyst; and Keith Soifer, Research Asso","Aberdeen Group e-Business analyst; lead analyst on 2000 Marketplaces: Enablers and Market Makers Supplier Survey (February 2000) || ack, leader of Aberdeen’s Private Equity Services division; Lara Abrams, Senior e-Business Analyst; and Keith Soifer, Research Asso","2"
"larry-ellison","entity_name","Lawrence J. Ellison","Larry Ellison || Lawrence J. Ellison","6"
"larry-ellison","sector","technology-executive","Enterprise Software || computing-industry || enterprise-software || technology-executive","6"
"larry-ellison","notes","Oracle founder and CEO 1977–2014; Executive Chairman and CTO 2014–present; the archive's most-quoted technology executive; entity IDs: larry-ellison / larry-ellison (person)","Chairman and CEO of Oracle at time of study. || Co-founder and CEO of Oracle; subject of title's persona framing || Oracle Chairman and CEO; shifted from exclusive hosting to partner ecosystem; pushed outsourcing savings claims || Oracle chairman/CEO 1977-2014; CTO 2014-present || Oracle co-founder / CEO at time of article || Oracle founder and CEO 1977–2014; Executive Chairman and CTO 2014–present; the archive's most-quoted technology executive; entity IDs: larry-ellison / larry-ellison (person)","6"
"lawson-software","entity_name","Lawson Software, Inc.","Lawson Software || Lawson Software, Inc.","19"
"lawson-software","sector","enterprise-business-applications","Enterprise Software || Enterprise Software / ERP || enterprise software || enterprise-business-applications || enterprise-software","19"
"lawson-software","status","dissolved","acquired || dissolved || unknown","19"
"lawson-software","successor","Infor (acquired 2012 for $2B by Golden Gate Capital + Infor)","Infor (2011) || Infor (acquired 2011) || Infor (acquired 2012 for $2B by Golden Gate Capital + Infor) || Infor (via Golden Gate Capital merger, 2012) || Infor (via Golden Gate Capital, 2011) || acquired by Infor 2012 || unknown","19"
"lawson-software","years_active","1975-2011","1975-2011 || 1975-2012","19"
"lawson-software","notes","Named as ERP vendor alongside SAP, Oracle, Infor. Lawson later acquired by Infor. | Source: Lawson Software acquired by Golden Gate Capital and merged into Infor in 2012 for approximately $2 billion. https://www.industryweek.com/technology-and-iiot/information-technology/article/21947548/infor-acquires-lawson-software-for-2-billion","........................................................ 77 Lawson Software............................................................ || .........................................................73 Lawson Software............................................................ || ........................................................106 Lawson Software............................................................ || Acquired Account 4 in 2000; ERP vendor in PSA ecosystem || Cited among integrated suite vendors. || Cited for having had daily-close capability before Oracle. || ERP application vendor targeting healthcare and retail; RISC/Unix platform || ERP suite vendor cited among integrated suite providers. || ERP vendor cited alongside SAP, Oracle, Infor as incumbent players. || Edwards|||||103| |Kadiri Inc. (formerly Decisis)|||||106| |Lawson Software|||||109| |NuView Systems|||||112| |Oracle Corporation|||||1 || Founded Minneapolis, MN 1975; acquired by Infor/Golden Gate Capital for ~$2B in 2011. || Had daily close capability before Oracle 11i; noted as early adopter || Minneapolis MN; Lawson Insight Business Management System; non-manufacturing focus; strong in web-deployable apps || Minneapolis MN; founded 1975; FY1996 revenues $101.8M (+46% YoY); 2300+ customers; 800+ employees; privately held until IPO ~2001 || Minneapolis financial-software firm; LL Bean contract analyzed by Meta || Named as ERP vendor alongside SAP, Oracle, Infor. Lawson later acquired by Infor. | Source: Lawson Software acquired by Golden Gate Capital and merged into Infor in 2012 for approximately $2 billion. https://www.industryweek.com/technology-and-iiot/information-technology/article/21947548/infor-acquires-lawson-software-for-2-billion || State of Michigan reference customer. || llidus, Inc.; Concur; Incentive Systems, Inc.; Kadiri Inc.; Lawson Software; Oracle Corporation; Siebel Systems; Synygy, Inc.; and Tril || ques Extends Network Life|Brooks, Virginia|Impact|| |Jul-97|Lawson Software Asks ""Is Your Internet Application Self-Evident?""|Black, Ed","19"
"leaa","notes","70s when Arthur D. Little Inc. was contracted, with federal Law Enforcement Assistance Administration (LEAA) support, to design a computer-aided dispatch (CAD) system f","70s when Arthur D. Little Inc. was contracted, with federal Law Enforcement Assistance Administration (LEAA) support, to design a computer-aided dispatch (CAD) system f || Federal DOJ agency that provided grants funding the four-city 911 CAD program; dissolved 1982.","2"
"learnlinc-corporation","notes","nc.||||69| ||Eloquent, Inc.||||77| ||HyCurve, Inc.||||86| ||LearnLinc Corporation||||92| ||Lotus Development Corporation||||101| ||Macromedia","Synchronous web-based training platform; acquired by iLinc || nc.||||69| ||Eloquent, Inc.||||77| ||HyCurve, Inc.||||86| ||LearnLinc Corporation||||92| ||Lotus Development Corporation||||101| ||Macromedia","3"
"legato","status","acquired","acquired || unknown","5"
"legato","successor","EMC Corporation (acquired October 2003; operated as Legato Software division of EMC)","EMC (2003) || EMC Corporation (acquired October 2003; operated as Legato Software division of EMC) || unknown","5"
"legato","notes","Backup/recovery software partner; Legato Networker featured in enterprise backup portfolio.","Backup software partner of Snap Appliance; acquired by EMC around time of this profile. || Backup/recovery software partner; Legato Networker featured in enterprise backup portfolio. || Backup/recovery software partner; Legato Networker featured. || Networker backup/restore software; supplier abstract included. Acquired by EMC 2003. || Software partnership with Snap Appliance; Legato Networker backup/recovery","5"
"legato-systems","sector","storage-software","backup-software || storage-software","2"
"legato-systems","successor","EMC Corporation -> Dell EMC","EMC (2003) || EMC Corporation -> Dell EMC","2"
"legato-systems","notes","Listed as supplier followed in the Platform Infrastructure practice (backup/recovery)","Listed as supplier followed in the Platform Infrastructure practice (backup/recovery) || Networker backup software partner for NetApp; acquired by EMC 2003","2"
"lenovo","entity_name","Lenovo Group","Lenovo || Lenovo Group","3"
"lenovo","entity_type","corporation","company || corporation","3"
"lenovo","sector","Enterprise IT Hardware","Enterprise IT Hardware || computing-hardware || systems","3"
"lenovo","notes","Acquired IBM x86 server business 2014 for $2.3B (THREAD-1 consolidation outcome)","Acquired IBM x86 server business 2014 for $2.3B (THREAD-1 consolidation outcome) || OEM shipping ThinkPad T series, W510, ThinkCentre M90 with vPro. || T series, W510 notebooks, and ThinkCentre M90 desktop featured with vPro","3"
"linda-burchik","notes","Maxtor Enterprise Brand Manager; Executive and Core Team sessions.","Maxtor Enterprise Brand Manager. || Maxtor Enterprise Brand Manager; Executive and Core Team sessions.","2"
"linksys","notes","ricsson, Fiberlink, Hewlett Packard, IBM, InterMute, iPass, Linksys, NEC, Nortel, Prodigy, PromiseMark, SafeNet, Tivoli Systems","[REVIEW] || ricsson, Fiberlink, Hewlett Packard, IBM, InterMute, iPass, Linksys, NEC, Nortel, Prodigy, PromiseMark, SafeNet, Tivoli Systems","2"
"linuxcare","entity_name","Linuxcare, Inc.","Linuxcare Inc. || Linuxcare, Inc.","3"
"linuxcare","sector","Enterprise Linux Services","Enterprise Linux Services || Linux-services || linux-services","3"
"linuxcare","status","dissolved","acquired || dissolved","3"
"linuxcare","successor","became Levanta 2002","Levanta (2004) || Turbolinux (2001) || became Levanta 2002","3"
"linuxcare","years_active","1998-2001","1998-2001 || 1998-2002 || 1998-2004","3"
"linuxcare","notes","Founded 1998 San Francisco CA; first enterprise Linux services company; 650 Townsend St; acquired by Levanta 2004 then faded; pioneered the enterprise Linux support model.","650 Townsend St, Suite 3244A, San Francisco, CA 94103; (888) 546-4878 || Enterprise Linux specialist services firm; founded 1998; 650 Townsend Street, San Francisco CA 94103 || Founded 1998 San Francisco CA; first enterprise Linux services company; 650 Townsend St; acquired by Levanta 2004 then faded; pioneered the enterprise Linux support model.","3"
"liz-alschuler","sector","IT-research-and-advisory","IT-research-and-advisory || analyst-services","2"
"liz-alschuler","status","unknown","active || unknown","2"
"liz-alschuler","years_active","2000-2001","2000-2001 || ~2001","2"
"liz-alschuler","notes","Head of e-Business@Aberdeen practice; named in repricing memo retainer type | Source: Former Aberdeen Group e-Business practice head; current status not publicly verifiable","Aberdeen analyst; eBusiness@Aberdeen Alschuler surveys referenced as existing retainer-adjacent product || Head of e-Business@Aberdeen practice; named in repricing memo retainer type | Source: Former Aberdeen Group e-Business practice head; current status not publicly verifiable","2"
"liz-ryon","notes","Intel SAS - Industry Analyst Relations Group, Portland OR (503-264-2059); schedule author. [REVIEW]","Intel SAS - Industry Analyst Relations Group, Portland OR (503-264-2059); schedule author. [REVIEW] || Intel SAS - Industry Analyst Relations Group; schedule author. [REVIEW]","2"
"lockheed-martin","sector","Defense / Aerospace","Defense / Aerospace || defense-aerospace","6"
"lockheed-martin","notes","e Applications:  1997 Edition|Bishop, Hugh|Report|| |Oct-97|Lockheed Martin Corporation|Bishop, Hugh|Profile|| |Oct-97|Knowledge Discov","GoRemote enterprise customer cited. || Named Blyth customer || ady boasts an enterprise customer list that includes Avnet, Lockheed Martin, Matsushita, Proctor & Gamble, SaintGobain, Stanley Works, || e Applications:  1997 Edition|Bishop, Hugh|Report|| |Oct-97|Lockheed Martin Corporation|Bishop, Hugh|Profile|| |Oct-97|Knowledge Discov || ise encryption pioneer, GuardianEdge serves such clients as Lockheed Martin Corporation, Deutsche Bank AG and Humana Inc. as well as nu || many companies today. A notable and favorable exception is Lockheed Martin. The division that we spoke with is highly disciplined (sin","6"
"logica","entity_name","Logica Inc. Energy & Utilities","Logica Inc. Energy & Utilities || Logica plc","2"
"logica","sector","IT-consulting","IT-consulting || IT-services","2"
"logica","status","dissolved","acquired || dissolved","2"
"logica","successor","CGI Group (2012)","CGI Group || CGI Group (2012)","2"
"logica","notes","UK-based integration firm; acquired Synercom (WIMS) 1994; UK/NZ energy market experience","UK-based IT services firm; acquired by CGI Group in 2012 for £1.7B || UK-based integration firm; acquired Synercom (WIMS) 1994; UK/NZ energy market experience","2"
"longview-solutions","sector","enterprise-performance-management","enterprise-performance-management || financial-software","2"
"longview-solutions","status","dissolved","acquired || dissolved","2"
"longview-solutions","successor","Exact Software (2007) -> Marlin Equity (2014) -> insightsoftware (2020)","Exact Software (2007) -> Marlin Equity (2014) -> insightsoftware (2020) || acquired by Exact Software 2012","2"
"longview-solutions","years_active","1994-present","1994-2012 || 1994-present","2"
"longview-solutions","notes","Markham Ontario; founded 1994; Edison Venture Capital fund 1995; still active as Longview by insightsoftware","Financial analytics vendor; CPM/budgeting planning forecasting || Markham Ontario; founded 1994; Edison Venture Capital fund 1995; still active as Longview by insightsoftware","2"
"lotus","entity_name","Lotus Development Corporation","Lotus || Lotus Development || Lotus Development (IBM) || Lotus Development Corporation","15"
"lotus","sector","enterprise-software","enterprise-software || software","15"
"lotus","successor","IBM (1995), then HCL Technologies (2019)","IBM (1995) || IBM (1995), then HCL Technologies (2019)","15"
"lotus","years_active","1982-1995","1982- || 1982-1995 || 1982-2012","15"
"lotus","notes","role=ecosystem; status_note=Lotus acquired by IBM in 1995; Lotus Notes eventually folded into IBM Collaboration Solutions; hq_country=US; parent_entity=IBM","10/Plus partner; Lotus groupware management via Tivoli || 233 machines with 24MB RAM**   - **4 IT technicians**   - **Lotus Notes helpdesk database**   ## **Challenges**   - **Complet || 77| ||HyCurve, Inc.||||86| ||LearnLinc Corporation||||92| ||Lotus Development Corporation||||101| ||Macromedia Inc.||||110| | || Listed as IPSP under Educational Services; IBM subsidiary by 1999 || Lotus Notes cited as billion-dollar groupware market leader using store-and-forward; acquired by IBM in 1995 for $3.5B || _E-mail and Portal Attachments_   With OEM partner, moving Lotus Notes attachments.   _Content Networking_ Not applicable. || ate with people and process collaboration products from IBM Lotus. Finally, the Webify composition studio and related busines || eryone. The company's flagship products securely extend IBM Lotus® Domino®, Microsoft® Exchange, and other enterprise systems || neer at The MathWorks, Inc. and Senior Software Engineer at Lotus Development Corporation.   ## **Brian Guild Research Analys || orporate directories (Microsoft Exchange, Active Directory, Lotus Notes, Novell eDirectory, etc.)   - FootPrints Configuratio || role=ecosystem; status_note=Lotus acquired by IBM in 1995; Lotus Notes eventually folded into IBM Collaboration Solutions; hq_country=US; parent_entity=IBM || t Office Outlook still competes for market share with IBM’s Lotus Notes and various tools from Internet Service Providers (IS || ture text -----**<br> 90%<br>80% B B B Microsoft<br>70% B J Lotus<br>B<br>60%<br>B H Novell<br>50% B<br>40%<br>30% J J<br>H J","15"
"lotus-development","entity_name","Lotus Development Corporation","Lotus Development || Lotus Development (IBM/Lotus) || Lotus Development Corp. || Lotus Development Corporation","16"
"lotus-development","entity_type","software-vendor","company || firm || organization || software-vendor","16"
"lotus-development","sector","productivity-software","Enterprise Software || Groupware/Messaging || groupware-elearning || office-software || productivity-software || software","16"
"lotus-development","status","acquired","acquired || unknown","16"
"lotus-development","successor","IBM (acquired 1995) then HCL (acquired 2018)","IBM || IBM (1995) || IBM (1995), HCL (2019) || IBM (acquired 1995 for $3.5B) || IBM (acquired 1995) || IBM (acquired 1995) then HCL (acquired 2018)","16"
"lotus-development","years_active","1982-1995","1982-1995 || 1982-2012 || 1982-2018","16"
"lotus-development","notes","Role: competitor-referenced; At-study status: active; HQ: Cambridge, MA, USA; URL: http://www.lotus.com. Acquired by IBM in 1995 for $3.5 billion; Lotus Notes evolved into IBM Lotus Notes and subsequently HCL Notes after HCL Technologies acquired the product line from IBM in 2019.","77| ||HyCurve, Inc.||||86| ||LearnLinc Corporation||||92| ||Lotus Development Corporation||||101| ||Macromedia Inc.||||110| ||Pathlore So || Domino 4.5 (Lotus Notes) available on AS/400 Integrated PC Server May 1997 || Domino server scheduled for native AS/400e in Q1 1998 || Dunkle's beat || IBM Lotus; LearningSpace product was flagship enterprise e-learning platform; Lotus brand discontinued 2013 || IBM acquired Lotus for $3.5B in 1995; Lotus Notes/Domino continued as IBM product; Notes gradually sunset by IBM || IBM acquired for Notes groupware; IBM sold more Notes licenses in first 6 months than Lotus had in previous 6 years || IBM subsidiary; e-Suite incorporates Java, JavaBeans, and InfoBus; notes technology shared between IBM and JavaSoft. || IBM/Lotus Notes mentioned as option for AS/400 FSIOP || Joint marketing with IBM OfficeVision via Lotus Notes [REVIEW] || Lotus Notes: new departmental computing metaphor for message-passing and LAN-based multi-user apps || Maker of Lotus Approach cited as low-end personal database tool alongside Microsoft Access || Notes/Office cited in workgroup contingency || Role: competitor-referenced; At-study status: active; HQ: Cambridge, MA, USA; URL: http://www.lotus.com. Acquired by IBM in 1995 for $3.5 billion; Lotus Notes evolved into IBM Lotus Notes and subsequently HCL Notes after HCL Technologies acquired the product line from IBM in 2019. || neer at The MathWorks, Inc. and Senior Software Engineer at Lotus Development Corporation.   ## **Brian Guild Research Analyst Informatio","16"
"lotus-development-corporation","entity_name","Lotus Development Corporation","Cisco || Data General || Digital Equipment Corporation || EMC || Intel || Lotus Development Corporation || Microsoft || Prism Solutions || Purdue University || Syllogic B.V.","14"
"lotus-development-corporation","entity_type","information-technology","Software Company || Vendor || company || corporation || information-technology || organization || university","14"
"lotus-development-corporation","sector","Information Technology","Data Analytics || Data Integration || Enterprise Computing || Enterprise Software || Information Technology || computing-industry || education || enterprise-storage || information-technology || semiconductor || software || technology;networking","14"
"lotus-development-corporation","status","Acquired by IBM","Acquired by IBM || acquired || active","14"
"lotus-development-corporation","successor","Evolutionary Technologies/Ardent Software","Compaq then HP || Dell Technologies || EMC Corporation || Evolutionary Technologies/Ardent Software || IBM || IBM (1995) || IBM Lotus; later HCLSoftware || TIBCO/Spotfire lineage","14"
"lotus-development-corporation","years_active","1869-present","1869-present || 1957-1998 || 1968-1999 || 1968-present || 1975-present || 1979-2016 || 1980s-2000s || 1982-1995 || 1982-2007 || 1982-2014 || 1984-present || 1991-1998","14"
"lotus-development-corporation","notes","role=competitor-referenced; status_note=Acquired by IBM in 1995 for $3.5 billion; Lotus Notes evolved into HCL Notes after HCL Technologies acquired the product from IBM in 2019.; hq_location=Cambridge, MA, USA","Acquired by EMC in 1999 for $1.1B; DG/UX Unix OS discontinued || Acquired by IBM in 1995 for $3.5B; Lotus Notes/Domino was key groupware competitor || Cited as example of data breach from improperly wiped drives || Data warehousing tools competitor; acquired by Ardent Software 1998 || Digital UNIX/Alpha source platform for NuTCRACKER; DEC acquired by Compaq 1998 || Dutch AI/data mining firm; products evolved into broader analytics market; exact acquisition path unclear || IBM acquired Lotus for $3.5B in 1995; sold Notes/Domino to HCL Technologies for $1.8B in 2019. || Lotus Notes agents (1989) — scripted background automation on document databases; earliest agent architecture in the archive; Aberdeen (1995) critiqued Notes as 'first-generation' groupware || Maker of Lotus Domino and Lotus Notes; referenced as key e-business and groupware applications on AS/400e || Mentioned as a key relationship partner for HP's end-to-end HA strategy. || PCI bus standard originator; relevant to emerging platform discussed in study; active but facing significant competitive challenges in 2025 || Referenced as Adamopoulos's prior employer; enterprise storage and IT services; acquired by Dell in 2016 || Referenced as NDA partner on related Trusted Computing Group technologies || role=competitor-referenced; status_note=Acquired by IBM in 1995 for $3.5 billion; Lotus Notes evolved into HCL Notes after HCL Technologies acquired the product from IBM in 2019.; hq_location=Cambridge, MA, USA","14"
"lotus-notes","entity_name","Lotus Notes / Domino","Lotus Notes / Domino || Lotus/IBM Domino","2"
"lotus-notes","entity_type","company","company || product","2"
"lotus-notes","status","acquired","acquired || divested","2"
"lotus-notes","years_active","1984-present","1984-present || 1989-","2"
"lotus-notes","notes","role=mentioned; status_note=IBM acquired Lotus in 1995; Notes/Domino sold to HCL in 2018 and remains actively developed; hq_country=US; parent_entity=ibm","Notes Domino cited as IBM SMB new-market growth vector || role=mentioned; status_note=IBM acquired Lotus in 1995; Notes/Domino sold to HCL in 2018 and remains actively developed; hq_country=US; parent_entity=ibm","2"
"lou-gerstner","entity_name","Louis V. Gerstner Jr.","Lou Gerstner || Louis V. Gerstner Jr.","2"
"lou-gerstner","sector","IBM-executive","IBM-executive || IT Executive","2"
"lou-gerstner","status","unknown [REVIEW]","retired || unknown [REVIEW]","2"
"lou-gerstner","notes","IBM CEO who reversed planned breakup of IBM and pivoted to services; documented in THREAD-5","IBM CEO quoted as publicly advising not to buy from Computer Associates || IBM CEO who reversed planned breakup of IBM and pivoted to services; documented in THREAD-5","2"
"lsi-logic","notes","orage ecosystem suppliers.   - 3Ware • Legato   - Adaptec • LSI Logic   - ADIC • Luminex   - Agilent • Maxtor   - Alacritus • MTI","Current Aberdeen target (+) || orage ecosystem suppliers.   - 3Ware • Legato   - Adaptec • LSI Logic   - ADIC • Luminex   - Agilent • Maxtor   - Alacritus • MTI","2"
"lucent-technologies","sector","Telecommunications Equipment","Telecommunications Equipment || enterprise-networking || telecom-equipment || telecommunications","9"
"lucent-technologies","status","dissolved","acquired || dissolved || merged","9"
"lucent-technologies","successor","Alcatel-Lucent (2006) -> Nokia Bell Labs (2016)","Alcatel-Lucent (2006) || Alcatel-Lucent (2006) -> Nokia Bell Labs (2016) || Alcatel-Lucent (now Nokia) || Alcatel-Lucent -> Nokia","9"
"lucent-technologies","years_active","1996-2006","1996-2006 || 1996-2016","9"
"lucent-technologies","notes","Spun out of AT&T Bell Labs in 1996; Aberdeen cites Lucent/Agile Networks merger as example of PPSN trend; Lucent merged with Alcatel (2006) to form Alcatel-Lucent; Nokia acquired Alcatel-Lucent in 2016.","Impact 03/97 || Listed as OEM under CIS practice area || Provides Inferno OS for OmniBox set-top boxes and PCs; co-marketing agreement || Spun off from AT&T 1996; merged with Alcatel 2006; Bell Labs inherited by Nokia 2016 || Spun off from AT&T 1996; merged with Alcatel 2006; Nokia acquired Alcatel-Lucent 2016 || Spun off from AT&T; major CO switch and transmission vendor || Spun out of AT&T Bell Labs in 1996; Aberdeen cites Lucent/Agile Networks merger as example of PPSN trend; Lucent merged with Alcatel (2006) to form Alcatel-Lucent; Nokia acquired Alcatel-Lucent in 2016. || Telecom equipment maker covering networking segment. || nterprise PDAs|Fletcher, Chris|Viewpoint - Market|| |Nov-98|Lucent Technologies Cajun P550 Switch: More than Just a Hot Name|Brooks, Virgin","9"
"macromedia","entity_name","Macromedia Inc.","Macromedia || Macromedia Inc.","11"
"macromedia","sector","Software / Multimedia","Software || Software / Multimedia || authoring-tools || software","11"
"macromedia","status","acquired","acquired || unknown","11"
"macromedia","successor","Adobe Systems (acquired 2005)","Adobe (2005) || Adobe Systems (acquired 2005) || unknown","11"
"macromedia","notes","Macromedia EVP Al Ramadan saw PoS tool demo and asked about a case study on Aberdeen's use of Macromedia development tools — new business opportunity","Creator of Flash/SWF format; acquired by Adobe Systems 2005 || Flash, Dreamweaver, and Authorware were dominant e-learning authoring tools; acquired by Adobe for $3.4B in 2005 || Listed as IPSP under Educational Services || Macromedia EVP Al Ramadan saw PoS tool demo and asked about a case study on Aberdeen's use of Macromedia development tools — new business opportunity || context to HitBox data. The company also works closely with Macromedia and several professional services firms, as well as third-p || ications, anti-virus, and email;   - Internet—web browsing, Macromedia Flash, Adobe Acrobat, Microsoft or Real media player;   - C || orporation||||92| ||Lotus Development Corporation||||101| ||Macromedia Inc.||||110| ||Pathlore Software Corporation||||116| ||Smar || produces multimedia programs formatted in Windows Media and Macromedia Flash, with program elements managed and reusable from the || third-party development environments such as IBM WebSphere, Macromedia ColdFusion, and Oracle Application Server.   **==> picture","11"
"magic-software","notes","re -- Look What You’ve Got|Sakakeeny, Bob|Profile|| |Oct-96|Magic Software Enterprises -- Magic Client-Server Development Environment|Moser, Karen","Listed in process-centric integration vendor segment. || re -- Look What You’ve Got|Sakakeeny, Bob|Profile|| |Oct-96|Magic Software Enterprises -- Magic Client-Server Development Environment|Moser, Karen","2"
"managed-ops","notes","........................................................ 29 ManagedOps............................................................","........................................................ 29 ManagedOps............................................................ || ASP providing Great Plains hosting for Salvation Army; profile Oct 2001","2"
"manhattan-associates","entity_type","company","company || vendor","10"
"manhattan-associates","notes",", Infor, Intelligent Time Systems, Kronos, Lawson, Legiant, Manhattan Associates, NovaTime, Nuview Systems, Oracle, People Business Network,",", Infor, Intelligent Time Systems, Kronos, Lawson, Legiant, Manhattan Associates, NovaTime, Nuview Systems, Oracle, People Business Network, || .........................................................90 Manhattan Associates............................................................ || First commercially released client/server WMS (PkMS) in 1995; now a leading supply chain solutions provider || X| |Kinaxis|X||X|X| |LeanLogistics|X|X||X| |Log-Net|X|X||| |Manhattan Associates|X|X|X|X| |MercuryGate|X|X||| |Mitrix|X|X|X|X| |OneNetwork|X || boration|LeanLogistics| |PPG Industries|Load Control Center|Manhattan Associates| |Unilever|Customer-Centric Transportation|LeanLogistics| | || ent rating and global trade management functionalities, and Manhattan Associates, for warehouse management.   ## **Primary Functionality** || istics, Logility, JDA/Manugistics, and SAP. Vendors such as Manhattan Associates, Oracle, and RedPrairie have also been building out optimiz || nod**<br>**Ricard, Sigma Aldrich,**<br>**Weyerhaeuser**| |**Manhattan Associates**<br>**www.manh.com**<br>|**Supply chain planning and**<br> || tion|LeanLogistics| |**PPG Industries**|Load Control Center|Manhattan Associates| |**Unilever**|Customer-Centric Transportation|LeanLogistic","10"
"manugistics","sector","Enterprise Software / SCM","Enterprise Software / SCM || Supply Chain Software","19"
"manugistics","successor","JDA Software (acquired 2006)","JDA Software (2006) || JDA Software (acquired 2006)","19"
"manugistics","notes","-Procurement, Broadvision and Siebel Systems in CRM, i2 and Manugistics in SCM, and the plethora of other single-function solutions","**==> picture [82 x 80] intentionally omitted <==**  ## **Manugistics Inc**   www.manugistics.com 9715 Key West Avenue Rockville, || -Procurement, Broadvision and Siebel Systems in CRM, i2 and Manugistics in SCM, and the plethora of other single-function solutions || .........................................................92 Manugistics Group ..................................................... || Best-of-breed SCM. || Cited among SCM best-of-breed. || Inc. (IDe)|||||64| |Luna Information Systems, Inc.|||||67| |Manugistics, Inc.|||||69| |MatrixOne, Inc.|||||72| |MS2, Inc.|||||75| || Optimization|Viewlocity| |**Goodyear**|Load Planning Center|Manugistics| |**LifeWay**|Small Package and LTL Consolidation|Irista| | || SCM point solution vendor cited alongside i2 as 'Best of Breed' example. || This superior high-level forecast could then be fed into Manugistics’ Demand Planning and Fulfillment system, adjusted by Real-T || cus**|**Sample Process Industry**<br>**Customers**| |**JDA (Manugistics)**|**ERP, supply chain planning and**<br>**execution softwa || ost Optimization|Viewlocity| |Goodyear|Load Planning Center|Manugistics| |LifeWay|Small Package and LTL Consolidation|Irista| |Oran || planning and scheduling (APS) providers Adexa, webPLAN, and Manugistics; enterprise resource planning (ERP) providers PeopleSoft an || provider Pinnacle Distribution Concepts, **JDA** acquiring Manugistics and its TMS and supply chain planning suite in July, **Ster || ure, Bearing Point, BEA Systems (software server platform), Manugistics, and SPSS (analytics).   ## **Products and Services**   Aze","19"
"mapics","entity_type","ERP-software","ERP-software || company","3"
"mapics","sector","enterprise-software","ERP-manufacturing || enterprise-software","3"
"mapics","successor","MAPICS -> Infor (acquired 2003)","Infor (2006) || MAPICS -> Infor (acquired 2003)","3"
"mapics","years_active","1978-2003","1978-2003 || 1997-2006","3"
