"obs_id","study_id","model","prescience_score","confidence","rationale","scored_at","scorer_version","source_pass","elapsed_sec","parse_ok"
"ncr-system-3000-model-3550-brochure-1992-b15aed-OBS-003","ncr-system-3000-model-3550-brochure-1992-b15aed","sonar-reasoning-pro","0","3","This brochure snippet is simply listing then-current hardware features of the NCR System 3000 Model 3550, not making a forward-looking claim about how the industry would evolve, so it cannot meaningfully be scored for prescience. Although hot-pluggable disks, RAID, and fault-resilient designs did become standard in enterprise servers and storage in the 1990s and 2000s, those trends were already well established across multiple vendors by 1992, so the text reflects contemporaneous practice rather than a predictive insight.","2026-06-14T18:40:55Z","v6","pass_c_sonar_v1","9.99","true"
"ncr-topend-tp-monitor-brochure-1992-eeea31-OBS-003","ncr-topend-tp-monitor-brochure-1992-eeea31","sonar-reasoning-pro","0","3","Claiming POSIX compliance in 1992 for a Unix-oriented TP monitor like NCR TopEND is a contemporaneous product specification, not a forward-looking prediction. POSIX had already been an established standard across Unix vendors by the late 1980s and into the 1990s, and this brochure statement merely asserts conformance rather than anticipating future industry directions, so there is no meaningful prescience to evaluate.","2026-06-14T18:41:00Z","v6","pass_c_sonar_v1","4.58","true"
"computerworld-stratus-xa2000-launch-1987-d9d143-OBS-004","computerworld-stratus-xa2000-launch-1987-d9d143","sonar-reasoning-pro","3","2","The qualitative idea that the market would have an “insatiable appetite for tps” proved broadly correct: online transaction processing workloads grew rapidly from the late 1980s through the 1990s (ATM networks, card authorization, airline reservations, OLTP RDBMS like DB2/Oracle/Tandem NonStop), and that demand only intensified with web, e‑commerce, and later mobile workloads. However, the specific forecast of 45% annual growth over the next five years (1987–1992) overstates the likely CAGR of the overall high-end fault-tolerant/OLTP systems market, as vendor revenues and total enterprise IT spending in that period did not sustain anything close to 45% annual growth, even if aggregate TPS delivered rose quickly due to improving price/performance. In that sense the direction was right but the magnitude and time-bounded growth claim were not borne out by broad industry data.","2026-06-14T18:41:11Z","v6","pass_c_sonar_v1","11.52","true"
"dct-segment-priorities-matrix-2003-OBS-017","dct-segment-priorities-matrix-2003","sonar-reasoning-pro","0","3","This statement is a contemporaneous description of the 2002 user experience, not a forward-looking prediction or characterization of a trend, so there is no later outcome to test for prescience. Historically it was indeed non-trivial in 2002 for mainstream consumers to connect PCs to TVs and stereos (pre-HDMI, early Windows XP-era media features, limited home networking), but the claim neither anticipates how this would change nor asserts that the difficulty would persist or resolve in a particular way.","2026-06-14T18:41:19Z","v6","pass_c_sonar_v1","7.24","true"
"dct-kastner-wish-list-2002-12-OBS-010","dct-kastner-wish-list-2002-12","sonar-reasoning-pro","0","3","The statement references Intel’s then-flagship 3.06 GHz Pentium 4 with Hyper-Threading, the first commercial 3 GHz x86 CPU introduced in late 2002.[3] However, it is framed purely as a near-term configuration wish for a specific OEM system (Profile 4), not as a forward-looking claim about broader market evolution or long-term technology trends, so there is no meaningful basis to assess prescience for the 2010–2026 period.","2026-06-14T18:41:29Z","v6","pass_c_sonar_v1","9.93","true"
"dct-personal-it-forecast-research-2001-OBS-002","dct-personal-it-forecast-research-2001","sonar-reasoning-pro","0","3","The statement ""45.3 million units (-6.3%)"" is an isolated market-data figure with no explicit product category, geography, time basis, or future-oriented claim attached. Without knowing whether this refers to PCs, handhelds, mobile phones, or another personal IT segment, and given that it appears to describe historical shipment volume and year-over-year change rather than a forecast, there is no way to compare it meaningfully against subsequent 2010–2026 adoption or shipment data. As a result, its prescience relative to later developments cannot be assessed.","2026-06-14T18:41:36Z","v6","pass_c_sonar_v1","6.81","true"
"youtube-kastner-intel-vpro-tco-2008-cb1733-OBS-002","youtube-kastner-intel-vpro-tco-2008-cb1733","sonar-reasoning-pro","0","3","The statement correctly describes that Intel’s Centrino 2 with vPro mobile platform launched in mid‑2008 and was marketed alongside Core 2 vPro desktops as a business platform emphasizing manageability and TCO, but this is a point-in-time product positioning, not a forward-looking trend or prediction. Since it does not assert how adoption, economics, or the role of vPro in business PCs would evolve after 2008, there is no meaningful long-term prescience to evaluate against developments through the 2010s and 2020s.","2026-06-14T18:41:56Z","v6","pass_c_sonar_v1","19.20","true"
"microsoft-s-future-paths-6-f86f30-OBS-005","microsoft-s-future-paths-6-f86f30","sonar-reasoning-pro","0","2","The summarized claim only notes that the report discussed implications of Microsoft’s MiPad and ‘Dr. Who’ speech research and acknowledged then-current technology limitations, without specifying concrete outcomes, timeframes, or adoption patterns. While we know in hindsight that tablet-style devices (e.g., iPad) and advanced speech interfaces (e.g., Cortana, Azure Cognitive Services, and modern cloud ASR/NLU) became mainstream and that 2002-era speech technology was indeed limited, the lack of a specific, testable prediction in the excerpt makes it impossible to judge prescience rigorously. Without the actual wording of the implications or forecasts, any score would be speculative.","2026-06-14T18:42:02Z","v6","pass_c_sonar_v1","5.75","true"
"hp-analyst-phone-call-6-204870-OBS-004","hp-analyst-phone-call-6-204870","sonar-reasoning-pro","4","2","HP’s early‑2000s “reduced complexity”/Adaptive Enterprise messaging never became a distinctive, proven advantage in enterprise systems or services, as the company struggled in high-end servers (Itanium), exited public cloud (Helion), and ultimately split in 2015, with much of its services business later spun off into what became DXC Technology. By contrast, HP’s enduring strength remained in relatively straightforward consumer and SMB PCs and printers under HP Inc, where a simple, value-focused message stayed credible, while broader enterprise simplification leadership was seized by vendors like IBM, VMware, and the major public clouds rather than HP. This trajectory validates the 2003 skepticism that the “reduced-complexity” story was believable on the consumer side but weak and under‑proven in IPG, ESG, and services.","2026-06-14T18:42:11Z","v6","pass_c_sonar_v1","9.21","true"
"soa-with-bpm-docx-1211c7-obs-003","soa-with-bpm-docx-1211c7","sonar-reasoning-pro","4","3","From the late 2000s onward, BPM best‑practice frameworks and methodologies consistently elevated clear KPIs/KPMs as a primary success factor for realizing business value from process initiatives, aligning with this recommendation. Major BPM and later digital process automation and process‑mining platforms (e.g., IBM BPM/BAW, Appian, Pega, Celonis, UiPath Process Mining) embedded KPI dashboards and ROI tracking precisely because metric‑driven programs were shown to secure funding, scale, and measurable returns more reliably than initiatives without explicit performance measures. The observation is more a durable management truth than a bold prediction, but it has been strongly and repeatedly validated in practice rather than contradicted.","2026-06-14T18:42:19Z","v6","pass_c_sonar_v1","7.45","true"
"soa-with-bpm-docx-1211c7-obs-002","soa-with-bpm-docx-1211c7","sonar-reasoning-pro","4","2","From the late 2000s through the 2020s, executive sponsorship and change leadership repeatedly show up in BPM and SOA/BPM convergence literature as critical success factors, confirming that management support remained central to process and service-oriented initiatives.[10] Across the same period, organizations struggled with shortages of SOA, integration, and later cloud/microservices skills, while the complexity of integrating heterogeneous legacy systems and new services remained a consistent barrier that BPM tooling, low-code platforms, and orchestration layers only partially mitigated.[3][4] The claim is very high-level, but its identification of management backing, IT skills adequacy, and systems integration complexity as key concerns for BPM/SOA projects proved broadly accurate well into the 2010s and 2020s.","2026-06-14T18:42:25Z","v6","pass_c_sonar_v1","5.44","true"
"soa-bpm-legacy-renewal-bce60f-obs-014","soa-bpm-legacy-renewal-bce60f","sonar-reasoning-pro","3","3","From the mid‑2000s through the 2020s, BPM suites such as IBM BPM/BAW, Pega, Appian, and Camunda were widely adopted to standardize back‑office and customer‑facing processes, and they did help large banks, insurers, and telcos enforce consistent decisioning and SLAs across branches, call centers, and web/mobile channels. However, achieving truly consistent cross‑touchpoint customer experience proved much harder; organizations often ended up with channel‑specific front ends and siloed data, and the CX discipline shifted toward customer‑journey orchestration, CDPs, and digital experience platforms (e.g., Adobe Experience Cloud, Salesforce Marketing/Service Cloud) rather than relying primarily on classic BPM for omnichannel consistency. Thus the claim that BPM inherently delivers consistent cross‑touchpoint experiences was only partially realized in practice, even though its role in process standardization was validated.","2026-06-14T18:42:36Z","v6","pass_c_sonar_v1","10.48","true"
"1997-ibm-information-integration-family--29351c-OBS-009","1997-ibm-information-integration-family--29351c","sonar-reasoning-pro","4","2","IBM’s federated data products that evolved from DataJoiner (e.g., DB2 with federated features, WebSphere/InfoSphere Federation Server) did in fact add substantial SQL:1999/SQL-3 style capabilities and present a richer, more standardized SQL layer over heterogeneous back-end databases, emulating joins, functions, and other advanced operations when sources lacked them. However, industry-wide and even within IBM, support for the full SQL-3 spec was selective rather than complete, and many of the more esoteric object-relational features saw limited practical use, so the spirit of the claim held more than its implication of comprehensive standards adoption.","2026-06-14T18:43:00Z","v6","pass_c_sonar_v1","24.32","true"
"aberdeen-1995-digital-multia-OBS-022","aberdeen-1995-digital-multia","sonar-reasoning-pro","2","3","By the late 1990s and 2000s, enterprises overwhelmingly standardized on commodity Wintel desktops and laptops running Windows with third-party terminal emulators (e.g., Attachmate/WRQ Reflection), VPN clients, and protocol stacks, and these combinations were generally stable and robust enough for large-scale deployment. DEC’s Multia itself proved commercially unsuccessful and was notorious for reliability issues such as overheating and high failure rates, while the broader industry moved toward modular, mix‑and‑match software on standard hardware, not toward Multia-style tightly integrated enterprise clients. The long-term trajectory of PC client computing and thin-client solutions (Citrix, Wyse, later browser-based and RDP/VNC stacks) shows that DIY assembly of emulators and protocols became the norm rather than an obviously less robust outlier.","2026-06-14T18:43:09Z","v6","pass_c_sonar_v1","8.72","true"
